Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,0,Travel_Rarely,217,2,8,1,Life Sciences,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451,1,0,15,3,1,1,4,3,2,4,3,1,1
48,0,Travel_Rarely,277,2,6,3,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,2,0,13,3,4,0,19,0,3,2,2,2,2
48,0,Travel_Rarely,1355,2,4,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,7,0,14,3,2,0,27,3,3,15,11,4,8
41,0,Travel_Rarely,549,2,7,2,Medical,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,6,0,14,3,2,0,8,6,3,2,2,2,1
39,0,Travel_Rarely,466,2,1,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,1,0,16,3,3,1,21,3,3,21,6,11,8
27,0,Travel_Rarely,1055,2,2,4,Life Sciences,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,0,0,18,3,2,1,4,2,3,3,2,2,2
35,0,Travel_Rarely,802,2,10,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,1,0,20,4,1,1,3,4,2,3,2,1,2
42,0,Travel_Rarely,265,1,5,2,Marketing,1029,4,Male,90,3,5,Manager,3,Married,18303,6,0,13,3,2,0,21,3,4,1,0,0,0
50,0,Travel_Rarely,804,2,9,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,4,0,18,3,2,0,8,5,3,1,0,0,0
59,0,Travel_Rarely,715,2,2,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,3,1,13,3,1,0,30,4,3,5,3,4,3
37,1,Travel_Rarely,1141,2,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,5,0,15,3,1,0,15,2,1,1,0,0,0
55,0,Travel_Frequently,135,2,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,3,1,14,3,4,2,17,3,3,8,7,6,7
41,0,Non-Travel,247,2,7,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,1,0,22,4,2,2,21,3,3,21,16,5,10
38,0,Travel_Rarely,1035,1,3,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,8,1,12,3,3,0,19,1,3,1,0,0,0
26,1,Non-Travel,265,1,29,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,8,0,18,3,4,0,7,6,3,2,2,2,2
52,1,Travel_Rarely,266,1,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,19845,1,0,15,3,4,1,33,3,3,32,14,6,9
44,0,Travel_Rarely,1448,1,28,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,3,1,18,3,3,1,23,2,3,12,11,11,11
50,0,Non-Travel,145,1,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,0,0,12,3,1,1,19,3,3,18,7,0,13
36,1,Travel_Rarely,885,2,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,1,0,16,3,3,0,18,1,3,17,13,15,14
39,0,Travel_Frequently,945,2,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,1,1,13,3,3,0,21,2,3,21,6,2,8
33,0,Non-Travel,1038,1,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,0,0,19,3,4,0,3,2,2,2,2,2,2
45,0,Travel_Rarely,1234,1,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,17650,3,0,13,3,2,1,26,4,4,9,3,1,1
32,0,Non-Travel,1109,2,29,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,9,0,12,3,2,0,10,2,3,8,7,7,7
34,0,Travel_Rarely,216,1,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,0,0,11,3,4,1,16,2,2,15,1,0,9
59,0,Travel_Rarely,1089,1,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,11904,3,1,14,3,3,1,14,1,1,6,4,0,4
45,0,Travel_Rarely,788,3,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,2177,1,0,16,3,1,0,6,3,3,6,3,0,4
53,0,Travel_Frequently,124,1,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,2,0,12,3,1,1,30,2,3,15,7,6,12
36,1,Travel_Rarely,660,2,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7,0,14,3,2,1,9,3,2,1,0,0,0
26,1,Travel_Frequently,342,2,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,6,1,14,3,2,1,6,2,3,3,2,1,2
34,0,Travel_Rarely,1333,1,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,1,1,19,3,4,1,1,2,3,1,1,0,0
28,0,Travel_Rarely,1144,1,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,1,0,22,4,2,0,1,5,3,1,0,0,0
38,0,Travel_Frequently,1186,2,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,3,0,16,3,1,1,8,2,3,2,2,2,2
50,0,Travel_Rarely,1464,2,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,19237,2,1,11,3,4,1,29,2,2,8,1,7,7
37,0,Travel_Rarely,124,2,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,3,0,15,3,1,0,8,3,2,4,3,0,1
40,0,Travel_Rarely,300,1,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,1,0,14,3,2,1,8,3,2,7,7,7,5
26,0,Travel_Frequently,921,2,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,1,0,13,3,3,2,5,5,3,5,3,1,3
46,0,Travel_Rarely,430,2,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,9,0,17,3,4,2,23,0,3,2,2,2,2
54,0,Travel_Rarely,1082,1,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,6,0,11,3,2,1,13,4,3,9,4,7,0
56,0,Travel_Frequently,1240,2,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,2,0,19,3,2,1,18,4,3,5,4,0,3
36,0,Travel_Rarely,796,2,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,0,0,11,3,2,0,15,2,2,14,8,7,8
55,0,Non-Travel,444,2,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756,7,0,15,3,2,0,31,3,4,9,7,6,2
43,0,Travel_Rarely,415,1,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5,0,13,3,3,1,18,5,3,1,0,0,0
20,1,Travel_Frequently,769,1,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,1,1,14,3,2,0,2,3,3,2,2,0,2
21,1,Travel_Rarely,1334,2,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,1,0,13,3,1,0,1,6,2,1,0,1,0
46,0,Travel_Rarely,1003,2,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,8,1,23,4,1,3,19,2,3,16,13,1,7
51,1,Travel_Rarely,1323,2,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,9,1,12,3,3,3,18,2,4,10,0,2,7
28,1,Non-Travel,1366,2,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,1,0,12,3,1,0,10,2,2,10,7,1,9
26,0,Travel_Rarely,192,2,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,1,0,16,3,1,2,6,2,3,5,3,1,3
30,0,Travel_Rarely,1176,2,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,0,0,15,3,3,1,7,1,2,6,2,0,2
41,0,Travel_Rarely,509,2,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,1,0,13,3,3,0,10,3,3,10,6,0,8
38,0,Travel_Rarely,330,2,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,0,0,18,3,1,1,20,4,2,19,9,1,9
40,0,Travel_Rarely,1492,2,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,4,0,20,4,4,1,14,6,3,11,10,11,1
27,0,Non-Travel,1277,2,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,1,0,19,3,4,3,3,4,3,3,2,1,2
55,0,Travel_Frequently,1091,2,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,3,0,18,3,2,1,23,4,3,3,2,1,2
28,0,Travel_Rarely,857,2,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,3,0,13,3,4,0,10,4,4,8,7,1,7
44,1,Travel_Rarely,1376,3,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482,9,0,14,3,4,1,24,1,3,20,6,3,6
33,0,Travel_Rarely,654,2,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,4,0,15,3,3,1,9,2,3,3,2,1,2
35,1,Travel_Rarely,1204,1,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,0,1,22,4,1,0,9,2,3,8,7,4,7
33,1,Travel_Frequently,827,2,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,1,0,22,4,2,0,14,4,3,13,7,3,8
28,0,Travel_Rarely,895,2,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,1,0,16,3,4,1,4,5,2,4,2,2,2
34,0,Travel_Frequently,618,2,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,0,0,17,3,3,0,7,1,2,6,2,0,4
37,0,Travel_Rarely,309,1,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,2,1,14,3,3,3,8,5,3,1,0,0,0
25,1,Travel_Rarely,1219,2,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,1,1,15,3,2,1,7,3,4,7,7,5,6
26,1,Travel_Rarely,1330,2,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,1,0,20,4,3,1,1,0,2,1,1,0,0
33,1,Travel_Rarely,1017,2,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,4,1,20,4,2,0,5,0,3,2,2,2,2
42,0,Travel_Rarely,469,2,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,17665,0,0,17,3,4,1,23,3,3,22,6,13,7
28,1,Travel_Frequently,1009,2,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,1,0,15,3,1,2,1,2,3,1,0,0,0
50,1,Travel_Frequently,959,1,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,3,1,14,3,4,0,5,4,3,0,0,0,0
33,0,Travel_Frequently,970,1,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,0,0,17,3,3,1,4,3,3,3,2,0,2
34,0,Non-Travel,697,2,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,3,0,17,3,4,3,6,2,3,0,0,0,0
48,0,Non-Travel,1262,2,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,2,0,22,4,3,0,27,3,2,5,4,2,1
45,0,Non-Travel,1050,1,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,1,0,13,3,4,1,15,2,3,15,10,4,12
52,0,Travel_Rarely,994,2,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,7,0,19,3,4,0,18,4,3,8,6,4,0
38,0,Travel_Rarely,770,1,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,0,1,14,3,2,2,9,2,3,8,7,2,7
29,0,Travel_Rarely,1107,2,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,4,0,22,4,1,1,11,1,3,7,5,1,7
28,0,Travel_Rarely,950,2,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,0,0,17,3,2,3,10,3,2,9,7,1,7
46,0,Travel_Rarely,406,1,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465,3,0,12,3,4,1,23,3,3,12,9,4,9
38,0,Travel_Rarely,130,1,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,7,0,16,3,3,0,10,2,3,1,0,0,0
43,0,Travel_Frequently,1082,2,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,8,0,11,3,3,1,18,1,3,8,7,0,1
39,1,Travel_Frequently,203,2,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,7,0,11,3,4,3,21,4,3,18,7,11,5
40,0,Travel_Rarely,1308,2,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,1,0,14,3,1,0,21,2,4,20,7,4,9
21,0,Travel_Rarely,984,2,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,1,1,11,3,3,0,2,6,4,2,2,2,2
39,0,Non-Travel,439,2,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,9,0,15,3,3,0,9,2,2,5,4,0,3
36,0,Non-Travel,217,2,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,2,0,20,4,1,0,18,0,3,11,9,0,9
31,0,Travel_Frequently,793,1,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,0,0,12,3,1,1,3,4,3,2,2,2,2
28,0,Travel_Rarely,1451,2,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,0,0,17,3,1,0,6,2,1,5,3,0,4
35,0,Travel_Frequently,1182,1,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,1,0,11,3,4,1,5,3,3,5,2,0,2
49,0,Travel_Rarely,174,1,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,6,0,17,3,2,1,22,3,3,9,8,2,3
34,0,Travel_Frequently,1003,2,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,2,0,11,3,4,0,5,3,2,3,2,0,2
29,0,Travel_Frequently,490,2,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,0,0,14,3,4,2,8,2,2,7,5,1,1
42,0,Travel_Rarely,188,2,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,4,0,19,3,1,0,16,3,3,1,0,0,0
29,0,Travel_Rarely,718,2,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,1,1,15,3,3,1,10,2,2,10,7,1,2
38,0,Travel_Rarely,433,3,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,1,0,13,3,4,1,7,2,4,7,6,5,0
28,0,Travel_Frequently,773,2,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,1,1,14,3,4,1,3,2,3,3,1,0,2
18,1,Non-Travel,247,2,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,1,0,12,3,4,0,0,0,3,0,0,0,0
33,1,Travel_Rarely,603,1,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,0,1,17,3,1,0,6,3,3,5,2,0,3
41,0,Travel_Rarely,167,2,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,3,1,11,3,1,1,6,4,3,1,0,0,0
31,1,Travel_Frequently,874,2,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,1,0,12,3,3,1,2,5,2,2,2,2,2
37,0,Travel_Rarely,367,2,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,7,0,13,3,3,2,9,2,3,6,2,1,3
27,0,Travel_Rarely,199,2,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,1,0,13,3,3,1,4,0,3,4,2,2,2
34,0,Travel_Rarely,1400,1,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,1,0,20,4,1,0,6,3,2,6,5,1,3
35,0,Travel_Rarely,528,3,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323,1,0,17,3,2,0,6,2,1,5,4,1,4
29,1,Travel_Rarely,408,1,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,1,0,13,3,1,1,11,3,1,11,8,3,10
40,0,Travel_Frequently,593,2,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,9,0,17,3,3,0,20,3,2,18,7,2,13
42,1,Travel_Frequently,481,1,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,0,1,12,3,2,0,22,2,2,21,9,13,14
42,0,Travel_Rarely,647,1,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,7,0,13,3,4,0,9,3,4,6,4,1,5
35,0,Travel_Rarely,982,2,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,6,0,12,3,2,1,10,2,3,8,0,1,7
24,0,Travel_Rarely,477,2,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,8,0,22,4,4,0,6,2,3,4,3,1,2
28,1,Travel_Rarely,1485,2,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,1,1,11,3,4,0,1,4,2,1,1,0,0
26,0,Travel_Rarely,1384,2,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,1,0,22,4,2,1,8,2,3,8,7,0,7
30,0,Travel_Rarely,852,1,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,1,0,18,3,1,1,10,3,3,10,3,1,4
40,0,Travel_Frequently,902,2,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,3,1,13,3,4,1,16,3,1,1,1,0,0
35,0,Travel_Rarely,819,2,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,2,0,18,3,2,1,15,2,4,7,7,6,4
34,0,Travel_Frequently,669,2,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,0,0,20,4,3,0,14,3,3,13,9,4,9
35,0,Travel_Frequently,636,2,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,1,0,13,3,2,1,2,2,4,2,2,2,2
43,1,Travel_Rarely,1372,1,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,8,0,13,3,2,0,7,2,2,4,3,1,3
32,0,Non-Travel,862,1,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,1,0,12,3,3,3,1,3,3,1,0,0,0
56,0,Travel_Rarely,718,2,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,4,0,13,3,4,1,28,2,3,5,2,4,2
29,0,Travel_Rarely,1401,2,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,1,0,13,3,1,1,10,5,3,10,8,0,8
19,0,Travel_Rarely,645,2,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,1,0,25,4,3,0,1,4,3,1,1,0,0
45,0,Travel_Rarely,1457,2,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,4,1,19,3,3,1,7,2,2,3,2,0,2
37,0,Travel_Rarely,977,2,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,1,0,13,3,2,1,14,2,2,14,8,3,11
20,0,Travel_Rarely,805,2,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,1,0,12,3,1,0,2,2,2,2,2,1,2
44,1,Travel_Rarely,1097,2,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,1,1,11,3,3,0,6,4,3,6,4,0,2
53,0,Travel_Rarely,1223,2,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606,3,0,18,3,2,1,26,6,3,7,7,4,7
29,0,Travel_Rarely,942,2,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,0,1,18,3,1,1,6,2,2,5,4,1,3
22,1,Travel_Frequently,1256,2,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,0,1,11,3,2,1,1,5,3,0,0,0,0
46,0,Travel_Rarely,1402,1,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,17048,8,0,23,4,1,0,28,2,3,26,15,15,9
44,0,Non-Travel,111,2,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,2,0,13,3,4,0,6,3,3,0,0,0,0
33,0,Travel_Rarely,147,3,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600,1,0,13,3,4,1,5,2,3,5,4,1,4
41,1,Non-Travel,906,2,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,6,0,17,3,1,1,5,2,1,1,0,0,0
30,0,Travel_Rarely,1329,1,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,8,0,19,3,3,3,8,3,3,4,3,0,3
40,0,Travel_Frequently,1184,1,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,5,0,12,3,4,3,5,2,3,0,0,0,0
50,0,Travel_Frequently,1421,2,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,17856,2,0,22,4,3,1,32,3,3,2,2,2,2
28,0,Travel_Rarely,1179,2,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,1,0,12,3,3,3,6,2,3,6,5,3,3
46,0,Travel_Rarely,1450,2,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,19081,5,0,11,3,1,1,25,2,3,4,2,0,3
35,0,Travel_Rarely,1361,1,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,3,1,15,3,4,3,15,2,3,7,7,1,7
24,1,Travel_Rarely,984,2,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,1,0,13,3,1,1,1,3,1,1,0,0,0
33,0,Travel_Frequently,1146,1,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,1,0,12,3,1,1,10,3,2,10,7,0,1
36,0,Travel_Rarely,917,2,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,1,0,14,3,3,1,7,4,3,7,7,1,7
30,0,Travel_Rarely,853,2,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,1,0,13,3,1,3,10,4,2,10,7,8,9
44,0,Travel_Rarely,200,2,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,1,0,25,4,2,0,20,3,3,20,11,13,17
20,0,Travel_Rarely,654,1,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,1,0,17,3,4,0,2,2,3,2,1,2,2
46,0,Travel_Rarely,150,2,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,2,0,11,3,3,1,12,3,2,6,3,1,4
42,0,Non-Travel,179,3,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272,7,0,16,3,1,1,10,3,4,4,3,0,3
60,0,Travel_Rarely,696,1,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,0,1,18,3,2,1,12,3,3,11,7,1,9
32,0,Travel_Frequently,116,2,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,1,0,20,4,3,1,2,2,3,2,2,2,2
32,0,Travel_Frequently,1316,2,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,4,1,14,3,4,0,10,2,3,8,7,0,7
36,0,Travel_Rarely,363,2,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,2,1,21,4,3,1,17,2,3,7,7,7,7
33,0,Travel_Rarely,117,2,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,0,0,13,3,2,1,15,5,3,14,10,4,10
40,0,Travel_Rarely,107,1,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,7,0,12,3,2,1,7,2,4,5,1,1,3
25,0,Travel_Rarely,1356,1,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,0,0,14,3,2,0,5,4,3,4,3,1,1
30,0,Travel_Rarely,1465,2,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,0,1,21,4,1,1,12,2,3,11,9,5,7
42,0,Travel_Frequently,458,2,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191,3,1,17,3,3,0,20,6,3,1,0,0,0
35,0,Non-Travel,1212,1,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,4,1,11,3,2,1,16,6,2,13,2,4,12
27,0,Travel_Rarely,1103,2,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,1,1,14,3,4,2,9,3,2,9,7,6,8
54,0,Travel_Frequently,966,2,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,7,0,17,3,1,1,33,2,1,5,4,1,4
44,0,Travel_Rarely,1117,2,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,1,0,13,3,4,1,10,5,3,10,5,7,7
19,1,Non-Travel,504,2,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,1,1,25,4,2,0,1,2,4,1,1,0,0
29,0,Travel_Rarely,1010,2,1,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,1,0,15,3,1,3,3,5,3,3,2,1,2
54,0,Travel_Rarely,685,2,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,17779,3,0,14,3,1,0,36,2,3,10,9,0,9
31,0,Travel_Rarely,1332,2,11,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,1,1,12,3,4,0,6,2,2,6,5,0,1
31,0,Travel_Rarely,1062,2,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,1,0,19,3,2,0,10,2,3,10,9,1,8
59,0,Travel_Rarely,326,1,3,3,Life Sciences,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,5,0,17,3,4,0,13,2,3,6,1,0,5
43,0,Travel_Rarely,920,2,3,3,Life Sciences,1255,3,Male,96,1,5,Research Director,4,Married,19740,3,0,14,3,2,1,25,2,3,8,7,0,7
49,0,Travel_Rarely,1098,2,4,2,Medical,1256,1,Male,85,2,5,Manager,3,Married,18711,2,0,13,3,3,1,23,2,4,1,0,0,0
